length,diameter,height,wholeweight,shuckedweight,visceraweight,shellweight,sx_F,sx_I,sx_M
675.0,0.51,185.0,1473.0,0.6295,0.3025,0.4245,1,0,0
685.0,535.0,155.0,1.3845,0.6615,0.2145,0.4075,0,0,1
0.69,0.55,0.18,1.6915,0.6655,402.0,0.5,0,0,1
0.7,0.55,175.0,1.4405,0.6565,0.2985,375.0,0,0,1
0.7,0.55,195.0,1.6245,675.0,347.0,535.0,0,0,1
705.0,535.0,0.22,1866.0,929.0,0.3835,0.4395,1,0,0
0.16,0.11,25.0,0.0195,0.0075,5.0,6.0,0,1,0
0.21,0.15,55.0,0.0465,17.0,12.0,15.0,0,1,0
0.28,0.21,75.0,0.1195,53.0,0.0265,0.03,0,1,0
0.28,0.2,65.0,0.0895,36.0,0.0185,0.03,0,1,0
285.0,215.0,0.06,0.0935,31.0,23.0,0.03,0,1,0
0.29,0.21,0.07,0.1115,48.0,0.0205,0.03,0,1,0
0.32,0.24,0.07,133.0,0.0585,0.0255,41.0,0,1,0
335.0,0.25,0.08,0.1695,0.0695,44.0,0.0495,0,1,0
0.35,235.0,0.08,0.17,0.0725,0.0465,0.0495,0,1,0
0.35,0.25,0.07,0.1605,0.0715,0.0335,46.0,0,1,0
405.0,0.25,0.09,0.2875,128.0,63.0,0.0805,0,1,0
425.0,315.0,95.0,0.3675,0.1865,0.0675,0.0985,0,1,0
0.46,0.35,0.11,0.4675,0.2125,99.0,0.1375,0,1,0
475.0,365.0,0.12,0.5185,268.0,0.1095,0.1365,0,1,0
505.0,395.0,135.0,0.5915,288.0,0.1315,185.0,0,0,1
0.51,455.0,135.0,0.6855,0.2875,154.0,0.2035,0,1,0
525.0,0.41,0.13,0.6875,0.3435,0.1495,0.1765,0,0,1
0.55,0.47,0.15,0.9205,381.0,0.2435,0.2675,1,0,0
0.56,0.41,0.16,0.8215,342.0,184.0,253.0,1,0,0
565.0,445.0,145.0,0.9255,0.4345,212.0,0.2475,0,0,1
0.61,0.49,0.16,1112.0,465.0,228.0,341.0,0,0,1
0.27,195.0,65.0,0.1065,0.0475,0.0225,0.0285,0,1,0
0.32,255.0,85.0,0.1745,72.0,33.0,57.0,0,1,0
325.0,0.24,0.07,152.0,0.0565,0.0305,54.0,0,1,0
405.0,0.31,0.09,312.0,138.0,0.06,87.0,0,1,0
0.44,305.0,115.0,379.0,162.0,91.0,0.11,0,1,0
0.46,345.0,0.11,0.4595,235.0,0.0885,116.0,0,0,1
475.0,0.38,0.14,689.0,0.3165,0.1315,0.1955,1,0,0
505.0,385.0,0.13,0.6435,0.3135,149.0,0.1515,0,0,1
0.54,385.0,0.14,0.7655,0.3265,116.0,0.2365,1,0,0
545.0,0.43,0.16,844.0,0.3945,0.1855,231.0,1,0,0
0.6,0.47,0.19,1.1345,492.0,0.2595,0.3375,1,0,0
0.61,0.43,0.14,909.0,438.0,0.2,0.22,1,0,0
0.61,0.48,165.0,1.2435,0.5575,0.2675,372.0,0,0,1
645.0,495.0,0.15,1.2095,603.0,0.2225,339.0,0,0,1
665.0,525.0,0.21,1644.0,818.0,0.3395,0.4275,1,0,0
0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,1,0,0
0.72,585.0,0.22,1914.0,0.9155,448.0,479.0,0,0,1
0.73,555.0,0.18,1.6895,0.6555,0.1965,0.4935,1,0,0
405.0,305.0,0.09,0.2825,114.0,0.0575,95.0,0,1,0
425.0,0.33,0.08,361.0,134.0,0.0825,125.0,0,0,1
595.0,455.0,155.0,1041.0,416.0,0.2105,365.0,0,0,1
325.0,0.25,55.0,166.0,76.0,51.0,45.0,0,1,0
525.0,405.0,0.13,0.7185,0.3265,0.1975,175.0,0,0,1
475.0,0.36,0.11,0.4555,177.0,0.0965,145.0,0,1,0
0.29,0.21,75.0,275.0,113.0,0.0675,35.0,1,0,0
0.4,0.31,0.1,127.0,106.0,71.0,85.0,0,1,0
0.62,0.51,175.0,1.1505,0.4375,0.2265,0.4,0,0,1
0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,0,0,1
0.59,455.0,175.0,966.0,391.0,0.2455,0.31,1,0,0
0.27,195.0,0.07,106.0,0.0465,18.0,36.0,0,0,1
445.0,355.0,0.11,0.4415,0.1805,0.1035,0.1505,0,0,1
0.4,0.3,115.0,0.3025,0.1335,0.0465,0.0935,1,0,0
0.69,0.55,0.2,1.8465,732.0,472.0,0.57,0,0,1
375.0,305.0,0.09,0.3245,0.1395,0.0565,95.0,0,0,1
0.61,0.45,0.16,1136.0,414.0,311.0,0.3,1,0,0
335.0,235.0,85.0,0.1545,66.0,0.0345,45.0,0,0,1
165.0,115.0,15.0,0.0145,0.0055,3.0,5.0,0,1,0
575.0,0.45,185.0,925.0,342.0,197.0,0.35,0,0,1
0.57,0.45,0.17,1098.0,414.0,187.0,405.0,1,0,0
595.0,0.47,0.25,1283.0,462.0,0.2475,445.0,1,0,0
0.55,0.43,0.16,0.9295,317.0,0.1735,355.0,0,0,1
495.0,385.0,135.0,0.6335,0.2,0.1225,0.26,0,0,1
0.47,0.37,135.0,547.0,222.0,0.1325,0.17,0,0,1
575.0,485.0,165.0,1.0405,419.0,264.0,0.3,1,0,0
215.0,0.17,55.0,0.0605,0.0205,14.0,0.02,0,1,0
275.0,0.22,0.08,0.1365,0.0565,0.0285,42.0,0,1,0
0.29,225.0,75.0,0.14,0.0515,0.0235,0.04,1,0,0
0.66,505.0,0.2,1.6305,0.4865,297.0,0.61,0,0,1
595.0,495.0,235.0,1366.0,0.5065,219.0,0.52,1,0,0
455.0,0.35,0.14,0.5725,0.1965,0.1325,175.0,1,0,0
515.0,415.0,0.13,764.0,276.0,196.0,0.25,1,0,0
0.58,465.0,175.0,1035.0,401.0,0.1865,385.0,0,0,1
505.0,0.39,175.0,692.0,267.0,0.15,215.0,1,0,0
555.0,0.43,165.0,0.7575,0.2735,0.1635,275.0,0,0,1
505.0,0.4,165.0,729.0,0.2675,155.0,0.25,1,0,0
595.0,475.0,0.17,1.0965,419.0,229.0,0.35,0,0,1
0.6,0.48,175.0,1229.0,0.4125,0.2735,415.0,0,0,1
475.0,0.38,135.0,486.0,0.1735,0.07,185.0,1,0,0
465.0,0.36,0.13,0.5265,0.2105,0.1185,165.0,0,0,1
0.6,485.0,175.0,1.2675,0.4995,0.2815,0.38,0,0,1
0.59,465.0,0.16,1.1005,506.0,0.2525,295.0,1,0,0
0.58,455.0,0.16,0.9215,312.0,196.0,0.3,1,0,0
0.62,0.51,0.15,1456.0,581.0,0.2875,0.32,1,0,0
635.0,0.51,175.0,1.2125,0.5735,261.0,0.36,1,0,0
545.0,445.0,175.0,0.8525,0.3465,189.0,295.0,1,0,0
695.0,0.57,0.2,2033.0,751.0,0.4255,685.0,0,0,1
0.51,405.0,0.13,0.7175,0.3725,158.0,0.17,0,0,1
525.0,405.0,135.0,0.7575,0.3305,216.0,195.0,0,0,1
0.58,475.0,155.0,974.0,0.4305,0.23,285.0,1,0,0
495.0,385.0,125.0,585.0,0.2755,0.1235,165.0,0,1,0
0.65,0.5,165.0,1.1445,485.0,218.0,365.0,1,0,0
0.47,375.0,0.13,0.5795,0.2145,164.0,195.0,0,0,1
435.0,0.35,0.11,384.0,143.0,0.1005,125.0,1,0,0
0.35,265.0,0.11,0.2965,0.1365,63.0,85.0,0,0,1
595.0,0.47,145.0,991.0,0.4035,0.1505,0.34,0,0,1
535.0,435.0,155.0,0.8915,0.3415,177.0,0.25,0,0,1
515.0,0.42,0.14,769.0,0.2505,154.0,0.29,0,0,1
0.4,0.31,0.1,0.2875,0.1145,0.0635,95.0,0,1,0
0.43,345.0,115.0,0.3045,0.0925,55.0,0.12,0,0,1
475.0,395.0,135.0,592.0,0.2465,0.1645,0.2,0,0,1
525.0,425.0,145.0,0.7995,0.3345,209.0,0.24,1,0,0
0.61,0.49,0.15,1103.0,425.0,0.2025,0.36,0,0,1
565.0,0.48,175.0,957.0,0.3885,215.0,275.0,1,0,0
0.56,455.0,165.0,0.86,0.4015,0.1695,245.0,0,0,1
0.59,0.47,0.17,0.9,355.0,0.1905,0.25,1,0,0
0.71,565.0,195.0,1.7265,638.0,0.3365,565.0,1,0,0
0.56,0.43,125.0,0.8025,313.0,0.1715,263.0,1,0,0
0.45,0.36,105.0,0.4715,0.2035,0.0935,149.0,1,0,0
515.0,435.0,0.17,631.0,0.2765,111.0,216.0,1,0,0
0.7,0.53,0.19,1.3185,548.0,233.0,0.42,0,0,1
575.0,0.47,0.15,1.1415,0.4515,204.0,0.4,0,0,1
545.0,0.44,175.0,0.7745,0.2985,0.1875,265.0,1,0,0
0.55,0.45,155.0,0.7895,343.0,159.0,0.25,0,0,1
0.66,525.0,205.0,1.3665,0.5005,291.0,0.41,1,0,0
0.6,0.47,0.2,1031.0,392.0,0.2035,0.29,1,0,0
695.0,0.57,0.23,1885.0,0.8665,435.0,0.5,0,0,1
0.65,545.0,0.16,1.2425,487.0,296.0,0.48,0,0,1
405.0,325.0,0.11,0.3575,145.0,0.0725,0.11,1,0,0
0.5,405.0,0.15,0.5965,253.0,126.0,185.0,1,0,0
175.0,135.0,0.04,0.0305,11.0,0.0075,0.01,0,0,1
525.0,0.39,135.0,0.6005,0.2265,131.0,0.21,1,0,0
0.44,345.0,105.0,0.4285,165.0,83.0,132.0,1,0,0
0.45,345.0,115.0,496.0,0.1905,117.0,0.14,1,0,0
0.37,0.29,0.09,241.0,0.11,45.0,69.0,0,0,1
0.61,475.0,0.17,1.0385,0.4435,241.0,0.32,0,1,0
635.0,505.0,0.19,1.3315,0.5805,252.0,435.0,0,1,0
585.0,415.0,155.0,0.6985,0.3,146.0,195.0,1,0,0
0.62,485.0,0.17,1208.0,0.4805,0.3045,0.33,0,1,0
505.0,375.0,115.0,0.5895,0.2635,0.12,167.0,1,0,0
505.0,0.38,145.0,651.0,0.2935,0.19,0.17,1,0,0
0.42,305.0,0.11,0.28,94.0,0.0785,0.0955,0,1,0
425.0,315.0,125.0,0.3525,0.1135,0.0565,0.13,0,0,1
0.35,255.0,85.0,0.2145,0.1,0.0465,0.06,0,0,1
575.0,0.45,0.17,0.9315,358.0,0.2145,0.26,0,1,0
0.26,0.19,75.0,0.0945,0.0445,0.02,0.03,0,0,1
465.0,0.38,135.0,579.0,208.0,0.1095,0.22,1,0,0
0.55,435.0,0.17,884.0,0.2875,0.1645,0.28,1,0,0
395.0,305.0,105.0,282.0,0.0975,65.0,96.0,0,0,1
0.25,0.18,0.06,73.0,28.0,17.0,0.0225,0,1,0
585.0,0.47,0.17,1099.0,0.3975,0.2325,358.0,1,0,0
0.5,385.0,0.13,768.0,0.2625,95.0,0.27,1,0,0
0.44,325.0,0.08,413.0,144.0,0.1015,0.13,0,0,1
0.52,405.0,0.14,0.6915,276.0,137.0,215.0,1,0,0
425.0,325.0,0.12,0.3755,142.0,0.1065,105.0,0,0,1
0.54,415.0,0.13,0.8245,272.0,226.0,0.24,0,0,1
615.0,475.0,0.17,1.1825,474.0,0.2895,0.24,0,0,1
605.0,0.49,145.0,1.3,517.0,0.3285,0.31,0,0,1
0.59,455.0,165.0,1161.0,0.38,0.2455,0.28,1,0,0
0.47,355.0,0.18,441.0,0.1525,0.1165,135.0,1,0,0
0.5,0.44,155.0,742.0,0.2025,0.2005,0.2115,1,0,0
0.39,285.0,95.0,271.0,0.11,0.06,0.08,0,0,1
0.52,0.4,165.0,0.8565,0.2745,201.0,0.21,0,0,1
0.54,415.0,175.0,0.8975,275.0,241.0,275.0,1,0,0
0.63,0.51,185.0,1235.0,0.5115,349.0,0.3065,1,0,0
475.0,0.38,145.0,0.57,167.0,118.0,187.0,1,0,0
495.0,0.4,0.14,0.7775,0.2015,0.18,0.25,0,0,1
285.0,0.21,0.07,109.0,44.0,0.0265,33.0,0,1,0
0.3,0.23,75.0,127.0,52.0,0.03,0.0345,0,1,0
375.0,0.3,75.0,144.0,59.0,0.03,44.0,0,1,0
415.0,325.0,0.1,0.4665,0.2285,0.1065,114.0,0,1,0
415.0,315.0,105.0,0.33,0.1405,0.0705,95.0,0,1,0
425.0,0.31,105.0,365.0,159.0,0.0825,105.0,0,1,0
0.48,0.37,135.0,0.6315,0.3445,0.1015,161.0,0,0,1
545.0,0.45,0.15,0.8795,387.0,0.15,0.2625,0,0,1
565.0,0.44,0.15,983.0,0.4475,0.2355,0.2485,1,0,0
0.59,455.0,0.16,1.09,0.5,0.2215,292.0,0,0,1
595.0,0.49,185.0,1185.0,482.0,0.2015,361.0,0,0,1
0.6,475.0,135.0,1.4405,0.5885,191.0,0.3175,1,0,0
0.64,0.5,0.18,1.4995,593.0,314.0,431.0,1,0,0
0.69,0.55,0.18,1659.0,0.8715,0.2655,0.4395,1,0,0
225.0,0.17,0.07,0.0565,24.0,13.0,16.0,0,1,0
275.0,195.0,0.07,0.0875,0.0345,22.0,0.0255,0,1,0
315.0,235.0,0.07,149.0,58.0,0.0325,47.0,0,1,0
0.37,0.29,0.08,0.2545,108.0,0.0565,0.07,0,1,0
405.0,0.31,65.0,0.3205,0.1575,66.0,88.0,0,1,0
0.44,355.0,0.12,495.0,231.0,0.11,125.0,0,1,0
0.45,0.35,125.0,0.4775,0.2235,89.0,118.0,0,1,0
465.0,355.0,0.11,474.0,0.23,0.1005,0.12,0,1,0
475.0,355.0,105.0,468.0,201.0,0.1115,0.12,0,1,0
525.0,415.0,135.0,0.7945,394.0,189.0,202.0,0,0,1
0.53,0.41,0.14,681.0,0.3095,0.1415,0.1835,0,0,1
0.55,425.0,125.0,964.0,0.5475,159.0,215.0,1,0,0
0.58,445.0,145.0,888.0,0.41,0.1815,0.2425,1,0,0
585.0,0.45,0.16,0.9045,405.0,0.2215,0.2335,1,0,0
595.0,0.47,155.0,1.1775,542.0,269.0,0.31,1,0,0
615.0,0.47,155.0,1.2,0.5085,0.32,292.0,0,0,1
625.0,0.49,175.0,1.1075,0.4485,0.2165,0.3595,1,0,0
0.63,495.0,145.0,1147.0,0.5455,266.0,0.2885,1,0,0
0.69,545.0,205.0,1933.0,0.7855,429.0,498.0,1,0,0
695.0,0.55,155.0,1.8495,767.0,442.0,0.4175,1,0,0
0.7,575.0,205.0,1.7975,0.7295,0.3935,0.5165,1,0,0
275.0,205.0,0.07,0.1055,495.0,19.0,0.0315,0,1,0
355.0,285.0,95.0,0.2275,0.0955,0.0475,0.0715,0,1,0
425.0,0.34,0.1,0.3515,0.1625,82.0,94.0,0,1,0
0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,0,1,0
0.46,0.37,0.12,0.5335,0.2645,108.0,0.1345,0,1,0
465.0,355.0,105.0,442.0,0.2085,0.0975,0.1185,0,1,0
475.0,375.0,115.0,0.5205,233.0,119.0,0.1455,0,1,0
485.0,375.0,0.13,0.5535,266.0,112.0,157.0,0,1,0
0.49,0.38,0.11,554.0,0.2935,0.1005,0.15,0,0,1
495.0,0.38,0.12,512.0,233.0,0.1205,136.0,0,1,0
505.0,0.4,135.0,723.0,377.0,149.0,178.0,0,0,1
0.52,395.0,135.0,633.0,0.2985,0.1295,175.0,0,1,0
545.0,0.43,0.14,832.0,0.4355,0.17,201.0,1,0,0
545.0,0.4,0.14,778.0,368.0,215.0,0.18,1,0,0
565.0,0.43,0.13,784.0,0.3495,0.1885,213.0,0,0,1
0.57,0.45,0.18,908.0,0.4015,217.0,255.0,1,0,0
0.57,0.45,135.0,1.02,546.0,204.0,0.25,0,0,1
575.0,0.48,0.15,897.0,0.4235,0.1905,248.0,1,0,0
0.59,0.46,0.14,1004.0,496.0,0.2165,0.26,0,0,1
0.59,0.46,0.16,1.0115,445.0,0.2615,0.2565,1,0,0
0.6,0.49,0.21,1.9875,1005.0,419.0,491.0,0,0,1
615.0,475.0,0.17,1055.0,543.0,246.0,0.2345,1,0,0
615.0,0.47,155.0,1084.0,0.5885,209.0,246.0,1,0,0
0.63,0.51,175.0,1.3415,0.6575,262.0,375.0,0,0,1
645.0,0.48,0.15,1192.0,0.6055,0.2595,285.0,0,0,1
645.0,0.52,0.18,1285.0,0.5775,352.0,317.0,1,0,0
0.65,0.51,155.0,1407.0,0.7215,298.0,335.0,0,0,1
0.66,515.0,165.0,1.4465,694.0,298.0,0.3755,0,0,1
0.68,0.52,165.0,1.4775,724.0,279.0,406.0,0,0,1
725.0,0.53,0.19,1.7315,0.83,398.0,405.0,1,0,0
0.74,575.0,0.22,2012.0,0.8915,0.5265,471.0,1,0,0
0.75,555.0,215.0,2201.0,1.0615,0.5235,0.5285,0,0,1
0.21,0.15,45.0,0.04,0.0135,8.0,0.0105,0,1,0
0.25,175.0,0.06,0.0635,0.0275,8.0,0.02,0,1,0
0.36,0.26,0.08,0.1795,74.0,0.0315,0.06,0,1,0
385.0,0.3,125.0,343.0,0.1705,0.0735,81.0,0,1,0
385.0,285.0,85.0,244.0,0.1215,0.0445,68.0,0,1,0
395.0,0.32,0.1,0.3075,149.0,0.0535,0.09,0,1,0
405.0,0.31,0.11,0.91,416.0,0.2075,0.0995,0,1,0
0.41,315.0,0.1,0.3,124.0,0.0575,0.1,0,1,0
0.41,325.0,0.11,326.0,0.1325,75.0,101.0,0,1,0
0.46,345.0,105.0,415.0,187.0,87.0,0.11,0,1,0
0.48,375.0,0.12,0.5895,0.2535,128.0,172.0,0,0,1
0.49,365.0,125.0,0.5585,252.0,126.0,0.1615,0,1,0
505.0,0.38,135.0,0.5385,0.2645,95.0,165.0,0,1,0
0.51,385.0,145.0,0.7665,0.3985,0.14,0.1805,0,1,0
515.0,395.0,135.0,516.0,0.2015,132.0,162.0,1,0,0
525.0,375.0,0.12,0.6315,0.3045,114.0,0.19,0,1,0
535.0,0.43,155.0,0.7845,0.3285,169.0,245.0,0,0,1
545.0,0.44,0.15,0.9475,366.0,239.0,275.0,1,0,0
0.55,0.43,145.0,712.0,0.3025,152.0,225.0,0,1,0
0.56,435.0,135.0,0.72,329.0,103.0,251.0,0,1,0
565.0,0.43,0.15,0.8215,332.0,0.1685,0.29,0,1,0
0.58,425.0,0.15,844.0,0.3645,185.0,0.2705,1,0,0
0.62,0.48,165.0,1.0125,0.5325,0.4365,324.0,1,0,0
625.0,0.5,0.14,1096.0,0.5445,0.2165,295.0,0,0,1
0.63,0.47,0.15,1.1355,539.0,0.2325,0.3115,0,0,1
0.64,485.0,0.15,1098.0,0.5195,222.0,0.3175,0,0,1
0.65,0.51,175.0,1446.0,0.6485,0.2705,0.45,0,0,1
705.0,0.54,205.0,1757.0,0.8265,417.0,461.0,1,0,0
725.0,0.57,0.19,2.3305,1253.0,541.0,0.52,0,0,1
0.24,0.17,0.05,0.0545,0.0205,16.0,0.0155,0,1,0
375.0,285.0,0.09,0.2545,119.0,0.0595,0.0675,0,1,0
0.5,375.0,0.12,529.0,0.2235,123.0,0.16,0,1,0
0.52,0.4,105.0,872.0,0.4515,0.1615,0.1985,0,0,1
0.52,395.0,145.0,0.77,424.0,142.0,0.1895,0,1,0
0.58,445.0,0.16,984.0,0.49,201.0,0.27,0,0,1
0.58,445.0,135.0,0.95,484.0,182.0,0.2325,1,0,0
0.59,485.0,155.0,1.0785,0.4535,0.2435,0.31,0,0,1
0.6,475.0,175.0,1.11,0.5105,256.0,285.0,0,0,1
0.62,0.48,0.17,1.1045,535.0,0.25,287.0,1,0,0
625.0,475.0,175.0,1.3405,656.0,283.0,337.0,0,0,1
0.63,0.49,165.0,1.2005,575.0,273.0,294.0,0,0,1
645.0,0.49,0.16,1.1665,0.4935,0.3155,299.0,1,0,0
655.0,515.0,155.0,1309.0,524.0,346.0,385.0,1,0,0
0.72,565.0,0.18,1719.0,0.8465,407.0,0.3875,1,0,0
0.72,0.55,0.18,1.52,637.0,325.0,435.0,1,0,0
0.37,0.27,0.09,0.1855,0.07,0.0425,65.0,0,1,0
0.4,315.0,0.09,0.3245,151.0,73.0,88.0,0,1,0
435.0,335.0,95.0,298.0,109.0,58.0,115.0,0,1,0
445.0,0.31,0.09,336.0,0.1555,0.09,0.0855,0,1,0
0.46,0.36,0.14,447.0,161.0,87.0,0.16,0,1,0
0.47,385.0,0.13,587.0,264.0,117.0,174.0,0,1,0
495.0,375.0,0.12,614.0,0.2855,0.1365,161.0,0,1,0
0.5,0.37,0.12,0.5445,249.0,0.1065,152.0,0,1,0
0.51,0.4,145.0,0.5775,231.0,143.0,177.0,0,1,0
0.52,0.4,0.11,597.0,0.2935,0.1155,0.16,0,1,0
0.54,425.0,0.13,0.8155,0.3675,0.1365,246.0,0,1,0
0.55,435.0,165.0,804.0,0.34,194.0,244.0,0,1,0
0.56,0.43,0.13,728.0,0.3355,0.1435,0.2175,0,1,0
575.0,425.0,0.15,0.8765,455.0,0.18,228.0,1,0,0
575.0,455.0,0.16,0.9895,495.0,195.0,246.0,0,1,0
0.58,0.45,0.17,0.9705,0.4615,232.0,248.0,1,0,0
0.58,0.45,0.15,0.92,393.0,212.0,0.2895,1,0,0
595.0,0.47,155.0,1.2015,492.0,0.3865,265.0,0,0,1
0.6,445.0,135.0,0.9205,445.0,0.2035,253.0,0,1,0
0.6,0.48,0.17,1056.0,0.4575,0.2435,0.3135,1,0,0
0.6,0.45,195.0,1.34,617.0,0.3255,0.3605,0,0,1
605.0,0.48,155.0,0.9995,425.0,0.1985,0.3,0,1,0
615.0,475.0,175.0,1194.0,559.0,259.0,0.3165,1,0,0
615.0,515.0,135.0,1.1215,545.0,0.2305,0.29,1,0,0
615.0,455.0,0.15,0.9335,382.0,247.0,0.2615,0,0,1
615.0,495.0,165.0,1198.0,0.5415,0.2865,0.3185,1,0,0
0.62,475.0,0.15,0.9545,455.0,0.1865,277.0,1,0,0
0.62,475.0,195.0,1.3585,0.5935,0.3365,0.3745,0,0,1
0.63,0.48,165.0,1.2615,0.5505,277.0,0.3885,1,0,0
635.0,0.52,175.0,1292.0,0.6,269.0,367.0,0,0,1
0.64,575.0,175.0,1.4585,625.0,266.0,0.4395,0,0,1
0.65,565.0,0.2,1.6645,753.0,367.0,0.43,1,0,0
0.66,525.0,0.16,1277.0,0.4975,319.0,394.0,1,0,0
0.67,525.0,195.0,1.4405,0.6595,0.2675,425.0,0,0,1
0.68,505.0,0.17,1.3435,657.0,297.0,355.0,1,0,0
685.0,505.0,0.19,1533.0,667.0,0.4055,0.41,0,0,1
0.43,345.0,115.0,0.4295,212.0,108.0,109.0,0,1,0
485.0,365.0,155.0,1029.0,0.4235,0.2285,313.0,0,0,1
0.5,0.37,115.0,0.5745,306.0,112.0,141.0,0,1,0
505.0,0.38,0.13,693.0,391.0,0.1195,0.1515,1,0,0
555.0,405.0,0.19,1406.0,0.6115,342.0,389.0,0,0,1
0.59,0.44,0.14,1007.0,0.4775,0.2105,0.2925,1,0,0
595.0,0.43,165.0,0.9845,0.4525,207.0,0.2725,0,1,0
595.0,0.43,0.21,1.5245,653.0,396.0,0.41,1,0,0
0.61,485.0,0.17,1281.0,597.0,0.3035,0.33,0,0,1
0.62,0.5,0.17,1148.0,0.5475,0.22,0.3315,1,0,0
0.64,485.0,0.16,1006.0,456.0,0.2245,0.2835,0,0,1
655.0,505.0,175.0,1.2905,0.6205,0.2965,326.0,1,0,0
0.75,615.0,205.0,2.2635,821.0,423.0,726.0,1,0,0
0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,0,1,0
495.0,375.0,115.0,507.0,241.0,103.0,0.15,0,1,0
0.52,395.0,115.0,0.6445,0.3155,0.1245,186.0,0,1,0
535.0,0.42,145.0,0.6885,273.0,0.1515,237.0,0,1,0
0.54,0.42,0.19,0.6855,293.0,163.0,0.38,0,0,1
0.55,405.0,0.15,0.6755,0.3015,0.1465,0.21,0,1,0
0.55,445.0,145.0,783.0,0.3045,157.0,265.0,0,1,0
0.57,0.47,0.14,871.0,385.0,211.0,0.2315,1,0,0
575.0,445.0,0.16,0.9175,0.45,0.1935,0.24,0,1,0
595.0,0.47,175.0,991.0,382.0,0.2395,0.5,0,0,1
0.6,0.45,0.15,0.8665,0.3695,0.1955,255.0,0,0,1
0.63,495.0,0.18,1.31,495.0,295.0,0.4695,0,0,1
635.0,0.5,0.18,1154.0,0.4405,0.2315,387.0,0,0,1
655.0,0.54,165.0,1403.0,0.6955,0.2385,0.42,0,0,1
655.0,455.0,0.17,1.2895,587.0,0.3165,0.3415,1,0,0
0.66,0.53,0.18,1.5175,0.7765,302.0,401.0,1,0,0
685.0,0.51,165.0,1545.0,686.0,0.3775,0.4055,0,0,1
0.7,555.0,0.22,1666.0,647.0,0.4285,455.0,1,0,0
0.71,0.56,175.0,1724.0,566.0,0.4575,0.4625,0,0,1
0.73,0.55,205.0,1908.0,0.5415,0.3565,0.5965,1,0,0
425.0,0.31,95.0,0.3075,139.0,0.0745,93.0,0,1,0
425.0,0.32,85.0,262.0,0.1235,67.0,0.0725,0,1,0
645.0,0.5,0.18,1461.0,0.5985,0.2425,439.0,0,0,1
0.37,275.0,0.1,0.2815,0.1505,0.0505,68.0,0,1,0
395.0,0.3,0.12,0.2995,0.1265,68.0,0.0895,0,1,0
0.41,325.0,105.0,361.0,0.1605,0.0665,103.0,0,1,0
585.0,0.46,0.15,1206.0,581.0,216.0,323.0,0,0,1
0.62,485.0,155.0,1.1945,0.5105,271.0,352.0,1,0,0
0.46,0.36,125.0,547.0,0.2165,0.1105,0.19,0,0,1
465.0,0.36,105.0,488.0,188.0,0.0845,0.19,0,0,1
335.0,0.26,0.09,0.1835,78.0,24.0,65.0,0,1,0
0.18,135.0,0.08,33.0,0.0145,7.0,0.01,0,1,0
215.0,165.0,55.0,59.0,0.0265,0.0125,0.0185,0,1,0
625.0,0.48,0.2,1.3235,0.6075,0.3055,355.0,1,0,0
645.0,0.5,0.18,1.2785,0.5345,0.2995,345.0,1,0,0
0.71,0.53,195.0,1.8745,0.6755,0.4065,0.6855,1,0,0
655.0,505.0,165.0,1367.0,0.5835,0.3515,396.0,1,0,0
0.54,0.41,0.13,0.56,0.2375,0.1065,175.0,0,0,1
0.43,0.35,0.09,397.0,0.1575,89.0,0.12,1,0,0
0.64,0.49,0.14,1194.0,0.4445,238.0,375.0,0,0,1
0.64,475.0,0.19,1151.0,0.4365,281.0,0.3805,1,0,0
605.0,0.47,115.0,1114.0,0.3925,291.0,0.31,0,0,1
505.0,405.0,0.18,606.0,239.0,0.1235,0.18,1,0,0
0.35,265.0,0.09,0.2265,0.0995,0.0575,65.0,0,0,1
0.27,195.0,0.07,102.0,45.0,0.0135,34.0,0,1,0
0.37,295.0,0.1,0.2685,0.1165,56.0,0.0835,1,0,0
0.72,575.0,0.23,2.2695,0.8835,0.3985,665.0,0,0,1
0.65,515.0,0.18,1.3315,0.5665,347.0,405.0,0,0,1
565.0,435.0,185.0,1032.0,354.0,0.2045,0.31,0,0,1
635.0,505.0,185.0,1.3035,501.0,295.0,0.41,1,0,0
0.48,0.38,125.0,523.0,0.2105,0.1045,175.0,0,1,0
565.0,0.45,0.14,1.0055,0.3785,244.0,265.0,0,0,1
585.0,0.46,0.17,1.0835,0.3745,326.0,325.0,1,0,0
0.57,495.0,0.16,1.0915,452.0,275.0,315.0,1,0,0
0.62,485.0,175.0,1271.0,531.0,0.3075,0.37,1,0,0
0.64,505.0,0.19,1.2355,0.4435,0.3105,365.0,1,0,0
385.0,305.0,0.09,0.2775,109.0,0.0515,0.1,0,0,1
0.42,325.0,125.0,0.3915,0.1575,0.1025,115.0,0,1,0
0.57,455.0,0.15,0.96,387.0,0.2385,275.0,0,0,1
0.41,325.0,0.12,0.3745,158.0,81.0,125.0,0,0,1
665.0,535.0,155.0,1383.0,596.0,0.2565,485.0,0,0,1
345.0,285.0,0.1,0.2225,0.0865,58.0,75.0,0,1,0
635.0,0.51,155.0,1156.0,428.0,289.0,315.0,0,0,1
555.0,435.0,135.0,858.0,377.0,0.1585,0.29,0,0,1
